jop name,laocation,company name,experience,experience year,skills
Cyber Security Engineer,"Giza, Egypt ",Confidential,Experienced,2 - 4 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', ' ∑ Security', ' ∑ CISA', ' ∑ Computer Engineering', ' ∑ ISO 27001']"
F&B Quality Officer,"Cairo, Egypt ",Kode Clubs - Hassan Allam Sports Clubs,Experienced,2 - 3 Yrs of Exp,"[' ∑ Quality', ' ∑ food safety', ' ∑ F&B', ' ∑ Food', ' ∑ Quality Assurance', ' ∑ Quality Control', ' ∑ Food Safety Management', ' ∑ Food & Beverage', ' ∑ Food Hygiene', ' ∑ Food quality']"
Oracle Apps Technical Consultant,"6th of October, Giza, Egypt ",Perfect Presentation,Experienced,8 - 10 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ ERP', ' ∑ EBS', ' ∑ Oracle', ' ∑ OAF', ' ∑ XML', ' ∑ Technical Support', ' ∑ Software']"
Oracle EBS Senior Techno Consultant,"Cairo, Egypt ",Confidential,Experienced,4 - 8 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Oracle EBS', ' ∑ Supply Chain', ' ∑ Oracle e-Business', ' ∑ Oracle E-Business Suite', ' ∑ Information Technology (IT)', ' ∑ EBS', ' ∑ Oracle']"
HSE Manager,"Obour City, Cairo, Egypt ",Confidential,Manager,10+ Yrs of Exp,"['∑ males_only', ' ∑ R&D/Science', ' ∑ Operations/Management', ' ∑ Quality', ' ∑ HSE', ' ∑ Safety', ' ∑ Quality Control', ' ∑ Quality Assurance', 'Science', ' ∑ Packaging', ' ∑ Manufacturing']"
"Key Account Manager Qatar, Oman and Bahrain","Doha, Qatar ",Abbott Laboratories Co.,Not specified,None,"[' ∑ Marketing/PR/Advertising', ' ∑ Sales/Retail', ' ∑ sales', ' ∑ sales skills', ' ∑ indoor sales', ' ∑ management', ' ∑ operations', ' ∑ communication', ' ∑ finance']"
Backend Developer .Net,"Giza, Egypt ",WSC,Experienced,4 - 8 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Programming', ' ∑ Software Development', ' ∑ Back-End Development', ' ∑ .Net', ' ∑ ASP.NET Core', ' ∑ Angular', ' ∑ Redis', ' ∑ RabbitMQ']"
Learning & Development Specialist (Medical background ),"New Nozha, Cairo, Egypt ",Saudi German Hospital,Experienced,1 - 3 Yrs of Exp,"[' ∑ Human Resources', ' ∑ Communication', ' ∑ learning', ' ∑ Medical', ' ∑ Pharmacy']"
ERP Application Consultant,"Nasr City, Cairo, Egypt ",Global Business solutions - GBS,Experienced,2 - 3 Yrs of Exp,"['∑ males_preferred', ' ∑ IT/Software Development', ' ∑ Accounting', ' ∑ business', ' ∑ ERP']"
Quality Assurance Specialist,"Obour City, Cairo, Egypt ",Akhnaton for Trading & Distributing,Experienced,1 - 5 Yrs of Exp,"[' ∑ Quality', ' ∑ Quality Assurance', ' ∑ Pharmaceutical Industry', ' ∑ QA', ' ∑ Warehousing Management']"
HSE Supervisor,"6th of October, Giza, Egypt ",Logistica,Experienced,5 - 7 Yrs of Exp,"[' ∑ Operations/Management', ' ∑ Quality', ' ∑ Engineering - Other', ' ∑ HSE', ' ∑ ISO', ' ∑ Nebosh', ' ∑ Safety', ' ∑ Safety Management', ' ∑ Firefighting', ' ∑ ISO 14001']"
Senior Systems Engineer,"Dokki, Giza, Egypt ",FinBi Finance & Banking Consultants International,Experienced,5 - 7 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Security', ' ∑ Software Development', ' ∑ MCSA', ' ∑ Vmware']"
ERP Administrator,"Heliopolis, Cairo, Egypt ",SABA,Entry Level,1 - 3 Yrs of Exp,"[' ∑ Administration', ' ∑ ERP', ' ∑ Administration']"
Android Developer,"Talkha, Dakahlia, Egypt ",Confidential,Senior Management,3 - 5 Yrs of Exp,"[' ∑ Business Development', ' ∑ IT/Software Development', ' ∑ Development', ' ∑ Android', ' ∑ Android app', ' ∑ Mobile Development', ' ∑ REST']"
Senior java developer - onsite,"Heliopolis, Cairo, Egypt ",Edentech,Experienced,5 - 10 Yrs of Exp,"[' ∑ IT/Software Development', '', ' ∑ Agile', 'Computer Science', ' ∑ Development', ' ∑ Engineering', ' ∑ Java', ' ∑ Software Development', ' ∑ SQL', ' ∑ Spring']"
Assistant Branch Manager,"Cairo, Egypt ",Epicura Soluotions,Entry Level,1 - 5 Yrs of Exp,"[' ∑ Administration', ' ∑ Technology Sales', ' ∑ Cloud sales', ' ∑ Development leader', ' ∑ Communication', ' ∑ Office management', ' ∑ Administration', ' ∑ Project Coordination', ' ∑ Project Management', ' ∑ Team management']"
Medical Sales Representative,"Alexandria, Egypt ",Confidential,Experienced,3 - 4 Yrs of Exp,"[' ∑ Marketing/PR/Advertising', ' ∑ Medical/Healthcare', ' ∑ Strategy/Consulting', ' ∑ Medical representative', ' ∑ Sales Target', ' ∑ Medical', ' ∑ Digital Sales', ' ∑ Online Advertising', ' ∑ Online Marketing', ' ∑ Medical Sales']"
Senior Developer,"Maadi, Cairo, Egypt ",Post Distribution Company,Experienced,3 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ PHP', ' ∑ C#', ' ∑ JavaScript', ' ∑ SQL', ' ∑ ASP.Net', ' ∑ Engineering', ' ∑ jQuery', ' ∑ CSS3']"
Marine Environmental Scientist (Offshore),"Doha, Qatar ",GHD,Not specified,None,"[' ∑ Engineering - Mechanical/Electrical', ' ∑ Engineering - Oil & Gas/Energy', ' ∑ dredging', ' ∑ engineering', ' ∑ marine construction', ' ∑ sand fill', ' ∑ quality', ' ∑ marine', ' ∑ english']"
Linux System Administrator,"Giza, Egypt ",Confidential,Experienced,1 - 4 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Linux', ' ∑ Network', ' ∑ System Administration']"
Business Development Executive - Call Centre,"Dubai, United Arab Emirates ",Parker Connect,Not specified,None,"[' ∑ Marketing/PR/Advertising', ' ∑ Sales/Retail', ' ∑ Business Development', ' ∑ Sales', ' ∑ Sales Skills', ' ∑ Sales Target', ' ∑ Marketing', ' ∑ Customer Service', ' ∑ Customer Support']"
Dot NET C# Developer,"Nasr City, Cairo, Egypt ",Confidential,Entry Level,1 - 3 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ .NET', ' ∑ ASP.NET', ' ∑ C#', ' ∑ MVC', ' ∑ jQuery', ' ∑ AJAX', ' ∑ javaScript', ' ∑ ORM', ' ∑ TFS']"
Workforce Planning Specialist,"Doha, Qatar ",UrbaCon Contracting & Trading Company,Not specified,None,"[' ∑ Manufacturing/Production', ' ∑ Purchasing/Procurement', ' ∑ Planning', ' ∑ Logistics', ' ∑ Supply Chain', ' ∑ Production', ' ∑ English', ' ∑ Manufacturing', ' ∑ Engineering']"
SITE Mechanical/Electrical Engineer,"Alexandria, Egypt ",Seaport Company,Experienced,3 - 6 Yrs of Exp,"[' ∑ Engineering - Mechanical/Electrical', ' ∑ AutoCAD', ' ∑ Electrical Engineering', ' ∑ Mechanical Engineering', ' ∑ Microsoft Office', ' ∑ English', ' ∑ Presentation', ' ∑ Plumping System', ' ∑ Swimming Pools']"
MS Dynamics AX System Administrator & system Analysis,"Katameya, Cairo, Egypt ",ECDC,Experienced,3 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ MS Power Bi', ' ∑ Microsoft Dynamics AX', ' ∑ Microsoft Dynamics AX 2012', ' ∑ Installation', ' ∑ Microsoft Dynamics', ' ∑ SQL', ' ∑ SSRS', ' ∑ Information Technology (IT)', ' ∑ .Net']"
Recruitment Manager,"New Cairo, Cairo, Egypt ",Wicresoft,Experienced,2 - 7 Yrs of Exp,"[' ∑ Project/Program Management', ' ∑ Business Administration', ' ∑ Microsoft Office', ' ∑ Human Resources (HR)', ' ∑ Human Resources', ' ∑ English', ' ∑ Communication skills', ' ∑ business', ' ∑ Administration', ' ∑ Personnel']"
Junior R&D Engineer,"10th of Ramadan City, Cairo, Egypt ",3Brothers,Entry Level,0 - 2 Yrs of Exp,"[' ∑ R&D/Science', ' ∑ Engineering - Mechanical/Electrical', ' ∑ CAD', ' ∑ Development', ' ∑ Electronics', ' ∑ Engineering', ' ∑ Mechanical Engineering', ' ∑ R&D', ' ∑ product  design', ' ∑ Design']"
Integration Engineer,"Maadi, Cairo, Egypt ",Expleo,Experienced,1 - 6 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Python', ' ∑ Linux', ' ∑ SQL', ' ∑ Unix', ' ∑ SSL']"
Product Owner,"New Cairo, Cairo, Egypt ",QARA,Entry Level,0 - 2 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Project/Program Management', ' ∑ Agile', ' ∑ Product Management', ' ∑ Product Owner', ' ∑ Business Analysis', ' ∑ User Stories', ' ∑ Research', ' ∑ User Research', ' ∑ Product Development']"
OLIVER WYMAN - CORE CONSULTING GROUP - INTERNSHIP RIYADH,"Riyadh, Saudi Arabia ",Mercer,Not specified,None,"[' ∑ Sales/Retail', ' ∑ Engineering - Telecom/Technology', '', ' ∑ management', ' ∑ consulting', ' ∑ postingjob', ' ∑ organizational', ' ∑ manager']"
QC Senior Specialist,"Obour City, Cairo, Egypt ",Marcyrl Pharmaceutical Industry,Experienced,3 - 5 Yrs of Exp,"[' ∑ Quality', ' ∑ Pharmaceutical', ' ∑ QC', ' ∑ Chemistry', ' ∑ Pharmaceutical']"
Senior Mechanical engineer,"Nasr City, Cairo, Egypt ",Bainona Engineering Company,Experienced,8 - 15 Yrs of Exp,"[' ∑ Engineering - Construction/Civil/Architecture', ' ∑ gulf experience', ' ∑ Mechanical Engineering']"
Technical Support Second Line Senior Engineer,"Cairo, Egypt ",Etisalat Egypt,Entry Level,0 - 2 Yrs of Exp,"[' ∑ Customer Service/Support', ' ∑ Engineering - Telecom/Technology', ' ∑ Technical Support', ' ∑ Information Technology (IT)', ' ∑ CCNA', ' ∑ Communication Engineering', ' ∑ IT', ' ∑ Support', ' ∑ technical']"
Group ICT Business Applications Section Head,"Obour City, Cairo, Egypt ",Decorative Glass And Arab Union Glass Group,Experienced,10 - 12 Yrs of Exp,"['∑ males_only', ' ∑ IT/Software Development', ' ∑ Business Applications', ' ∑ Odoo', ' ∑ Odoo ERP', ' ∑ Odoo Development']"
OCI Senior Cloud Architect,"Cairo, Egypt ",Ejada,Experienced,7+ Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Azure', ' ∑ AWS', ' ∑ Cloud', ' ∑ Cloud Migration', ' ∑ Docker', ' ∑ Python', ' ∑ Vmware', ' ∑ Ansible', ' ∑ CI/CD']"
"Software Engineer - Backend, Fintech","Cairo, Egypt ",Optasia,Experienced,3 - 6 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Other', ' ∑ Software Development', ' ∑ Software Engineering', ' ∑ Java', ' ∑ Spring', ' ∑ Spring Boot', ' ∑ Java Development', ' ∑ Java Software Development', ' ∑ Back-End Development']"
Temporary Research Assistant - Eyad Masad,"Doha, Qatar ",Texas A&M University at Galveston,Not specified,None,"[' ∑ R&D/Science', ' ∑ Analyst/Research', ' ∑ Research', ' ∑ Administration', ' ∑ C++', ' ∑ Python', ' ∑ Engineering', ' ∑ Latex', ' ∑ Linux']"
Senior Quality Assurance Testers,"Cairo, Egypt ",Al Ahly capital holding - Al Ahly Tamkeen,Experienced,3 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Quality', ' ∑ Software', ' ∑ Information Technology (IT)', ' ∑ Quality Assurance', ' ∑ Testing', ' ∑ Software Testing']"
Translator,"Riyadh, Saudi Arabia ",Raytheon,Not specified,None,"[' ∑ Education/Teaching', ' ∑ Training/Instructor', ' ∑ Translation', ' ∑ Writing', ' ∑ Editing', ' ∑ Localization', ' ∑ Microsoft Office', ' ∑ Computer Skills', ' ∑ Teaching']"
Hybris backend Developer,"Zamalek, Cairo, Egypt ",Efada Technology,Experienced,5 - 8 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ SAP Hybris', ' ∑ Hybris', ' ∑ E-Commerce']"
INFECTION CONTROL COORDINATOR,"Riyadh, Saudi Arabia ",King Faisal Specialist Hospital & Research Centre,Not specified,None,"[' ∑ Quality', ' ∑ Pharmaceutical', ' ∑ Infection Control', ' ∑ Medical', ' ∑ Medicine', ' ∑ Pharmacy', ' ∑ Quality', ' ∑ Infection Prevention', ' ∑ Quality Control']"
Mechanical Site Engineer,"Sheraton, Cairo, Egypt ",RAQMU for Building and Construction,Experienced,6 - 7 Yrs of Exp,"[' ∑ Engineering - Mechanical/Electrical', ' ∑ Mechanical', ' ∑ Engineering', ' ∑ Mechanical Engineering']"
Quality Manager,"Nasr City, Cairo, Egypt ",Arab Otsuka Nutraceuticals,Manager,7 - 10 Yrs of Exp,"[' ∑ Operations/Management', ' ∑ Quality', ' ∑ FMCG', ' ∑ Quality Control', ' ∑ Quality Assurance', ' ∑ Chemistry', ' ∑ Analysis', ' ∑ quality']"
Senior HSE Specialist,"Musturad, Qalubia, Egypt ",Confidential,Experienced,7 - 10 Yrs of Exp,"['∑ males_only', ' ∑ Other', ' ∑ HSE', ' ∑ Safety', ' ∑ OSHA', ' ∑ NEBOSH', ' ∑ FMCG']"
Oracle Developer,"New Cairo, Cairo, Egypt ",Arabian Advanced Systems,Experienced,3 - 5 Yrs of Exp,"[' ∑ IT/Software Development', '', ' ∑ PL/SQL', ' ∑ PL', ' ∑ Oracle Forms', ' ∑ oracle developer', ' ∑ Oracle Database', ' ∑ Oracle', ' ∑ SQL']"
Senior Surveyor - Consultant Firm,"New Cairo, Cairo, Egypt ",Elgabaly Architects,Senior Management,10 - 15 Yrs of Exp,"[' ∑ Engineering - Construction/Civil/Architecture', ' ∑ Quality', ' ∑ Engineering - Other', ' ∑ CAD', ' ∑ Surveying', ' ∑ Construction', ' ∑ Engineering', ' ∑ Civil Engineering', ' ∑ Quantity Surveyor']"
Senior Java Developer,"Giza, Egypt ",Algoriza,Experienced,3 - 6 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ API', ' ∑ MangoDB', ' ∑ MySQL', ' ∑ OOP']"
Senior Network security engineer,"Dokki, Giza, Egypt ",FinBi Finance & Banking Consultants International,Experienced,5 - 7 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ CCNP', ' ∑ computer', ' ∑ Cisco', ' ∑ Networking', ' ∑ Network', ' ∑ Security']"
Business Process Management (BPM) Specialist / Senior BPM Specialist,"Dkhaila, Alexandria, Egypt ",Venus International Free Zone,Entry Level,2 - 4 Yrs of Exp,"[' ∑ Business Development', ' ∑ Business Development', ' ∑ Management', ' ∑ Business Process Management', ' ∑ business process', ' ∑ BPM', ' ∑ specialist']"
Senior Mechanical Maintenance Engineer,"Alexandria, Egypt ",Titan Cement Egypt,Experienced,1 - 5 Yrs of Exp,"[' ∑ Installation/Maintenance/Repair', ' ∑ Manufacturing/Production', ' ∑ Engineering - Mechanical/Electrical', ' ∑ Design', ' ∑ Maintenance', ' ∑ Mechanical', ' ∑ Mechanical Engineering']"
Material Engineer,"Downtown, Cairo, Egypt ",acwme,Experienced,2 - 20 Yrs of Exp,"[' ∑ Engineering - Construction/Civil/Architecture', ' ∑ Engineering - Telecom/Technology', ' ∑ Engineering - Mechanical/Electrical', ' ∑ ecommerce', ' ∑ Business Analytics', ' ∑ E-Commerce', ' ∑ Marketing', ' ∑ Digital Media Sales', ' ∑ Digital Marketing Strategy', ' ∑ Digital Sales']"
Assistant Trade Manager,"Riyadh, Saudi Arabia ",Rentokil Initial plc,Not specified,None,"[' ∑ Operations/Management', ' ∑ Sales/Retail', ' ∑ Administration', ' ∑ Microsoft Office', ' ∑ Sales', ' ∑ Office Management', ' ∑ Sales Skills', ' ∑ Marketing', ' ∑ Secretary']"
Machine Learning Engineer,"Giza, Giza, Egypt ",Confidential,Experienced,2 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Machine Learning', ' ∑ AI']"
Frontend React JS Developer,"Mississauga, Canada ",Rescounts,Entry Level,1 - 2 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Software Development', ' ∑ React', ' ∑ REST']"
Junior IOS Developer,"6th of October, Giza, Egypt ",Perfect Presentation,Experienced,1 - 2 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ iOS', ' ∑ iOS Development', ' ∑ Software Development', ' ∑ Development']"
Junior Andriod Developer,"6th of October, Giza, Egypt ",Perfect Presentation,Experienced,1 - 2 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Andriod', ' ∑ Software Development', ' ∑ Software Engineering', ' ∑ Information Technology (IT)', ' ∑ developer', ' ∑ Android']"
Senior Android Developer,"6th of October, Giza, Egypt ",Perfect Presentation,Experienced,4 - 6 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Android', ' ∑ Software Development', ' ∑ Information Technology (IT)']"
Mechanical Engineer,"Nasr City, Cairo, Egypt ",Confidential,Experienced,1 - 2 Yrs of Exp,"[' ∑ Engineering - Mechanical/Electrical', ' ∑ engineer', ' ∑ Mechanical', ' ∑ Electrical Engineering', ' ∑ Engineering', ' ∑ AutoCAD', ' ∑ English', ' ∑ technical', ' ∑ Management', ' ∑ Communication']"
EMPLOYEE COUNSELOR,"Riyadh, Saudi Arabia ",King Faisal Specialist Hospital & Research Centre,Not specified,None,"[' ∑ Sales/Retail', ' ∑ Education/Teaching', ' ∑ admin', ' ∑ administration', ' ∑ education', ' ∑ sales', ' ∑ medical', ' ∑ management', ' ∑ psychology']"
Senior Software Engineer,"Nasr City, Cairo, Egypt ",K Line Europe,Experienced,5 - 7 Yrs of Exp,"[' ∑ IT/Software Development', '', ' ∑ APIs', ' ∑ AWS', ' ∑ SQL', ' ∑ NoSQL', ' ∑ Node.js', ' ∑ React', ' ∑ Web Applications', ' ∑ SOA', ' ∑ RESTful APIs']"
Mechanical Engineer,"10th of Ramadan City, Sharqia, Egypt ",Mansoura Glass Co.,Entry Level,0 - 5 Yrs of Exp,"[' ∑ Engineering - Mechanical/Electrical', ' ∑ Engineering', ' ∑ Manufacturing', ' ∑ Mechanical', ' ∑ Maintenance', ' ∑ Mechanical Engineering', ' ∑ 3D', ' ∑ AutoCAD', ' ∑ SolidWorks', ' ∑ Design']"
Head OF Operations,"Abdeen, Cairo, Egypt ",Nerva,Senior Management,4 - 5 Yrs of Exp,"[' ∑ Business Development', ' ∑ Operations/Management', ' ∑ Accounting', ' ∑ Finance', ' ∑ ERP']"
MRI TECHNOLOGIST,"Riyadh, Saudi Arabia ",King Faisal Specialist Hospital & Research Centre,Not specified,None,"[' ∑ medical', ' ∑ medicine', ' ∑ radiology']"
ULTRASOUND TECHNOLOGIST,"Riyadh, Saudi Arabia ",King Faisal Specialist Hospital & Research Centre,Not specified,None,"[' ∑ medical', ' ∑ medicine', ' ∑ radiology']"
R&D Formulation Senior Specialist,"6th of October, Giza, Egypt ",Al Andalous Pharmaceutical Industries,Experienced,2 - 5 Yrs of Exp,"[' ∑ R&D/Science', ' ∑ Pharmaceutical', ' ∑ Formulation', ' ∑ Pharmaceutical', ' ∑ Research', ' ∑ Pharmacy']"
Senior Full Stack Developer,"Giza, Egypt ",Algoriza,Experienced,5 - 7 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ .Net', ' ∑ Angular', ' ∑ HTML', ' ∑ CSS', ' ∑ SQL']"
ERP Senior Specialist,"Maadi, Cairo, Egypt ",EAST,Experienced,5 - 7 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Other', ' ∑ Engineering - Other', ' ∑ ERP', ' ∑ Microsoft Dynamics']"
Azure Infrastructure Specialist,"Cairo, Egypt ",Ejada,Experienced,7+ Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Azure', ' ∑ Infrastructure', ' ∑ DNS', ' ∑ DevOps', ' ∑ Vmware', ' ∑ Troubleshooting', ' ∑ Security', ' ∑ Networking', ' ∑ Information Technology (IT)']"
Software Business Analyst,"Nasr City, Cairo, Egypt ",softprograms,Experienced,4 - 7 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Analyst/Research', ' ∑ Agile', ' ∑ Business Analysis', ' ∑ Communication skills', ' ∑ Information Technology (IT)', ' ∑ Microsoft Office', ' ∑ Software Development']"
web developer,"New Cairo, Cairo, Egypt ",Measuresoft oil and gas Services,Experienced,3 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ HTML', ' ∑ Information Technology (IT)', ' ∑ Programming', ' ∑ Web Development']"
SAP PP - QM / PM Consultant,"10th of Ramadan City, Sharqia, Egypt ",Confidential,Experienced,2 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ SAP', ' ∑ SAP Plant Maintenance', ' ∑ SAP PP', ' ∑ SAP QM', ' ∑ BOM', ' ∑ PP', ' ∑ QM']"
Vice president of Technology,"Heliopolis, Cairo, Egypt ",Auto Tager,Senior Management,12 - 20 Yrs of Exp,"[' ∑ Engineering - Telecom/Technology', ' ∑ AWS', ' ∑ JavaScript', ' ∑ Information Technology (IT)', ' ∑ Software Development', ' ∑ DevOps']"
